city,lng_min,lng_max
Almirante Tamandaré,-49.31,-49.19
Almodôvar,-8.06,-7.88
Almodóvar del Campo,-4.16,-4.12
Almodóvar del Río,-5.01,-4.93
Almolonga,-91.49,-91.33
Almoloya,-98.4,-98.3
Almoloya de Alquisiras,-99.85,-99.81
Almoloya del Río,-99.48,-99.4
Almondbury,-1.74,-1.63
Almonte,-6.51,-6.44
Almoradí,-0.78,-0.62
Al Mubarraz,49.58,49.76
Al Muḩarraq,50.61,50.79
Al Mukallā,49.13,49.25
Al Mulayḩah al Gharbīyah,36.34,36.42
Almuñécar,-3.69,-3.52
Almusafes,-0.41,-0.35
Al Musayfirah,36.33,36.42
Al Musayyib,44.29,44.44
Al Muzayrīb,36.02,36.07
Almyrós,22.76,22.86
Alnashi,52.47,52.55
Alness,-4.25,-4.13
Alnif,-5.17,-4.99
Alnwick,-1.7,-1.63
Alnwick/Haldimand,-78.03,-78.0
Alofi,-169.92,-169.91
Aloguinsan,123.54,123.73
Aloha,-122.87,-122.69
Aloja,24.88,24.9
Alondra Park,-118.33,-118.17
Alora,-4.7,-4.51
Aloran,123.82,123.97
Al Orjane,-3.71,-3.69
Alor Setar,100.36,100.49
Alotau,150.43,150.58
Alotenango,-90.8,-90.73
Alougoum,-6.82,-6.81
Alpen,6.51,6.52
Alpena,-83.43,-83.36
Alpercata,-41.97,-41.84
Alpestre,-53.03,-52.85
Alpharetta,-84.27,-84.17
Alphen aan den Rijn,4.65,4.68
Alpiarça,-8.58,-8.41
Alpicat,0.55,0.6
Alpignano,7.51,7.68
Alpine,-116.75,-116.59
Alpinópolis,-46.38,-46.23
Alpirsbach,8.4,8.45
Alpnach,8.23,8.34
Al Qā‘idah,44.13,44.26
Al Qāmishlī,41.21,41.24
Al Qaryatayn,37.24,37.39
Al Qaşr,28.88,29.06
Al Qaţīf,50.01,50.01
Al Qbab,-5.52,-5.37
Al Quds,35.22,35.4
Alquízar,-82.58,-82.38
Al Qunayţirah,35.82,35.96
Al Qunfudhah,41.07,41.12
Al Qurayyāt,37.33,37.49
Al Quşayr,36.57,36.65
Al Qūşīyah,30.81,30.88
Al Quţaylibīyah,36.01,36.05
Al Quway‘īyah,45.28,45.47
Alsager,-2.3,-2.25
Alsbach-Hähnlein,8.62,8.77
Alsdorf,6.16,6.34
Alsfeld,9.27,9.46
Alsip,-87.73,-87.64
Alsónémedi,19.16,19.2
Alstahaug,12.57,12.61
Alstonville,153.43,153.56
Alsunga,21.56,21.64
Alta,23.27,23.34
Altach,9.65,9.69
Altadena,-118.13,-117.95
Alta Floresta,-56.08,-56.01
Alta Floresta D’Oeste,-61.99,-61.84
Altafulla,1.37,1.44
Alta Gracia,-64.43,-64.26
Altagracia de Orituco,-66.38,-66.32
Altamira,-52.2,-52.03
Altamira do Maranhão,-45.47,-45.38
Altamirano,-92.03,-91.86
Altamont,-121.72,-121.68
Altamonte Springs,-81.39,-81.22
Altamura,16.55,16.57
Altaneira,-39.74,-39.68
Altar,-111.83,-111.74
Alta Sierra,-121.05,-120.86
Altata,-107.91,-107.85
Altavas,122.48,122.56
Altavilla Milicia,13.55,13.71
Altavilla Silentina,15.13,15.14
Altavilla Vicentina,11.45,11.48
Altay,88.11,88.11
Altbach,9.37,9.53
Altdorf,8.63,8.74
Altea,-0.05,0.12
Altena,7.66,7.69
Altenbeken,8.93,9.1
Altenberg,13.75,13.8
Altenberge,7.46,7.57
Altenburg,12.43,12.59
Altendorf,8.83,8.91
Altenerding,11.9,11.99
Altenholz,10.13,10.2
Altenkirchen,7.64,7.8
Altenkunstadt,11.25,11.41
Altenstadt,8.94,9.07
Altensteig,8.6,8.69
Altentreptow,13.25,13.29
Altepexi,-97.3,-97.22
Alterosa,-46.14,-45.96
Althengstett,8.79,8.79
Altinópolis,-47.37,-47.19
Altkirch,7.23,7.23
Altlandsberg,13.73,13.82
Altlußheim,8.5,8.66
Altmannstein,11.65,11.75
Altmünster,13.76,13.89
Alto Alegre dos Parecis,-61.85,-61.74
Alto del Carmen,-70.46,-70.35
Alto do Rodrigues,-36.76,-36.6
Altofonte,13.3,13.36
Altofts,-1.41,-1.29
Alto Garças,-53.52,-53.43
Alto Hospicio,-70.11,-69.95
Altomünster,11.25,11.29
Alton,-90.15,-90.02
Altônia,-53.9,-53.74
Altoona,-78.4,-78.22
Alto Paraguai,-56.48,-56.32
Alto Paraíso de Goiás,-47.51,-47.36
Alto Paraná,-52.31,-52.16
Alto Parnaíba,-45.93,-45.88
Altopascio,10.67,10.75
Alto Piquiri,-53.44,-53.27
Alto Rio Doce,-43.41,-43.35
Alto Río Senguer,-70.82,-70.8
Altos,-42.46,-42.28
Alto Santo,-38.27,-38.25
Altos del Rosario,-74.16,-74.03
Altötting,12.67,12.7
Altrincham,-2.35,-2.15
Altrip,8.5,8.52
Altstätten,9.54,9.54
Altud,43.87,44.04
Altus,-99.3,-99.28
Altusried,10.21,10.22
Alubijid,124.47,124.56
Alūksne,27.05,27.15
Alum Rock,-121.82,-121.78
Al ‘Uqaylah,19.19,19.22
Alushta,34.39,34.55
Alva,-98.66,-98.49
Alvaiázere,-8.38,-8.18
Alvarado,-95.75,-95.63
Alvarães,-64.83,-64.63
Álvares Machado,-51.47,-51.33
Álvaro de Carvalho,-49.71,-49.61
Alvechurch,-1.96,-1.8
Alvin,-95.29,-95.19
Alvinópolis,-43.04,-42.91
Alvorada,-51.08,-51.07
Alvorada D’Oeste,-62.28,-62.15
Alvorada do Norte,-46.49,-46.32
Alvorada do Sul,-51.23,-51.04
Al Wafrah,47.93,48.12
Al Wajh,36.46,36.53
Al Wakrah,51.61,51.61
Alwar,76.61,76.62
Alytus,24.04,24.06
Alzamay,98.66,98.76
Alzano Lombardo,9.72,9.8
Alzenau in Unterfranken,9.04,9.13
Alzey,8.11,8.26
Amadeo,120.92,121.1
Amadora,-9.23,-9.07
Amagá,-75.7,-75.64
Amagi,128.89,129.04
Amahai,128.94,129.12
Amalāpuram,82.01,82.19
Amalfi,-75.07,-74.89
Amalou,4.63,4.82
Amantea,16.06,16.2
Amapá,-50.79,-50.72
Amaporã,-52.78,-52.7
Amara,27.32,27.32
Amaraji,-35.45,-35.4
Amaral Ferrador,-52.25,-52.14
Amarante,-42.85,-42.68
Amarante do Maranhão,-46.74,-46.65
Amarapura,96.04,96.12
Amares,-8.35,-8.23
Amargosa,-39.6,-39.54
Amarillo,-101.83,-101.68
Amarkantak,81.75,81.85
Amarzgane,-7.21,-7.17
Amasya,35.83,35.89
Amatán,-92.81,-92.73
Amatenango de la Frontera,-92.11,-91.91
Amatenango del Valle,-92.43,-92.31
Amatepec,-100.15,-99.96
Amatitán,-103.71,-103.64
Amatitlán,-90.62,-90.6
Amatlán de los Reyes,-96.91,-96.85
Amaturá,-68.19,-68.17
Amau,148.56,148.58
Amay,5.31,5.47
Ambaguio,121.02,121.02
Ambāla,76.77,76.84
Ambalema,-74.76,-74.74
Ambanja,48.45,48.57
Ambarchik,162.28,162.37
Ambarès-et-Lagrave,-0.48,-0.41
Ambato,-78.61,-78.6
Ambatondrazaka,48.41,48.56
Ambazac,1.4,1.58
Amberg,11.84,11.88
Ambérieu-en-Bugey,5.35,5.36
Ambert,3.74,3.9
Ambilly,6.22,6.29
Amble,-1.57,-1.46
Amblecote,-2.16,-2.13
Ambler,-75.22,-75.04
Amblève,6.16,6.3
Amboise,0.98,1.04
Ambon,128.16,128.35
Ambridge,-80.22,-80.21
Ambriz,13.11,13.24
Ambrolauri,43.15,43.19
Amdel,-8.89,-8.86
Amderma,61.66,61.85
Amdjarass,22.83,22.99
Amealco,-100.14,-99.99
Amecameca de Juárez,-98.76,-98.62
Amelia,12.41,12.45
América Dourada,-41.43,-41.41
Americana,-47.33,-47.31
American Canyon,-122.25,-122.12
American Fork,-111.79,-111.59
Americano Brasil,-49.98,-49.85
Américo Brasiliense,-48.11,-48.08
Américo de Campos,-49.73,-49.66
Americus,-84.22,-84.2
Amerongen,5.46,5.63
Amersham,-0.6,-0.57
Amersid,-4.46,-4.28
Ames,-93.62,-93.61
Amesbury,-70.94,-70.9
Ameskroud,-9.32,-9.27
Amga,131.98,132.02
Amherst,-78.75,-78.63
Amherstburg,-83.08,-82.88
Amherst Center,-72.51,-72.5
Ami,140.21,140.34
Amiens,2.29,2.37
Amilly,2.77,2.79
Amioûn,35.8,35.97
Amite City,-90.51,-90.35
Amity,-75.74,-75.55
Amityville,-73.41,-73.4
Amizmiz,-8.25,-8.18
Amlash,50.18,50.35
Amman,35.93,35.93
Ammanford,-3.99,-3.87
Ammon,-111.95,-111.78
Amnat Charoen,104.62,104.72
Amnéville,6.14,6.22
Āmol,52.35,52.39
Amolatar,32.84,33.02
Amöneburg,8.92,9.07
Amontada,-39.83,-39.81
Amora,-9.11,-9.0
Amorebieta,-2.73,-2.67
Amory,-88.48,-88.32
Amos,-78.11,-78.01
Amoucha,5.41,5.5
Amozoc,-98.05,-97.87
Ampatuan,124.45,124.51
Ampère,-53.47,-53.34
Ampfing,12.41,12.48
Amphawa,99.95,100.02
Ampthill,-0.49,-0.44
Amqui,-67.43,-67.42
‘Amrān,43.94,43.96
Amrāvati,77.75,77.92
Amrharas,-8.18,-8.03
Amriswil,9.3,9.44
Amritsar,74.84,74.96
Amsterdam,4.88,4.95
Amstetten,14.86,14.86
Amtar,-4.79,-4.68
Am-Timan,20.28,20.32
‘Āmūdā,40.93,41.06
Amudālavalasa,83.9,84.02
Amudat,34.95,35.03
Amulung,121.72,121.91
Amuria,33.65,33.81
Amurrio,-3.0,-2.98
Amursk,136.9,136.91
Amuru,31.93,31.98
Amvrosiivka,38.48,38.57
Anacapri,14.21,14.23
Anaco,-64.46,-64.45
Anaconda,-113.06,-112.91
Anacortes,-122.62,-122.59
‘Anadān,37.04,37.04
Anadarko,-98.24,-98.1
Anadia,-8.43,-8.33
Anadyr,177.51,177.52
Anagé,-41.13,-41.1
Anagni,13.15,13.32
Anahawan,125.25,125.26
Anaheim,-117.85,-117.83
Anáhuac,-106.74,-106.67
Anajás,-49.94,-49.9
Anakāpalle,83.02,83.04
Anamã,-61.4,-61.26
Anamorós,-87.86,-87.78
Anamosa,-91.27,-91.09
Ananás,-48.07,-47.88
Ananindeua,-48.37,-48.19
Ananiv,29.96,30.07
Anantapur,77.59,77.72
Anao,120.62,120.68
Anao-aon,125.41,125.42
Anapa,37.31,37.32
Anápolis,-48.95,-48.93
Anapurus,-43.11,-42.98
Añasco,-67.14,-67.11
Anastácio,-55.8,-55.72
Anatolí,20.86,20.91
Añatuya,-62.83,-62.7
Anaurilândia,-52.71,-52.54
Anávyssos,23.95,24.02
Anazzou,-8.05,-7.88
An Cabhán,-7.36,-7.26
Ancenis,-1.17,-1.13
Anchieta,-40.64,-40.6
Anchorage,-149.1,-149.04
Ancient Oaks,-75.58,-75.46
Ancona,13.51,13.64
Ancud,-73.82,-73.78
Anda,125.32,125.41
Andacollo,-71.08,-70.88
Andahuaylas,-73.38,-73.22
Andalusia,-86.47,-86.4
Andamooka,137.16,137.23
Andaraí,-41.33,-41.22
Andebu,10.1,10.29
Andenne,5.09,5.17
Andergrove,149.18,149.3
Anderlecht,4.32,4.41
Andernach,7.4,7.46
Andernos-les-Bains,-1.09,-1.02
Anderson,-85.68,-85.49
Andes,-75.88,-75.78
Andijk,5.22,5.34
Andijon,72.34,72.35
Andīmeshk,48.35,48.43
Andirá,-50.22,-50.1
Andkhōy,65.11,65.21
Andoain,-2.01,-1.92
Andoany,48.26,48.45
Andoas,-76.4,-76.36
Andong,128.72,128.88
Andorf,13.56,13.69
Andorinha,-39.83,-39.74
Andorra,-0.44,-0.43
Andorra la Vella,1.5,1.68
Andover,-1.48,-1.28
Andradas,-46.56,-46.5
Andradina,-51.37,-51.17
Andraitx,2.42,2.58
Andreapol,32.26,32.38
André Fernandes,-41.49,-41.45
Andrelândia,-44.3,-44.27
Andrésy,2.05,2.21
Andrews,-102.55,-102.48
Andria,16.3,16.4
Andrijevica,19.79,19.87
Androka,44.07,44.14
Andrushivka,29.01,29.05
Andújar,-4.05,-4.04
Anenecuilco,-98.98,-98.95
Anenii Noi,29.23,29.39
Änew,58.51,58.59
Angadanan,121.74,121.75
Angamāli,76.38,76.39
Angarsk,103.91,103.98
Angat,121.02,121.21
Angatuba,-48.41,-48.29
Angeles City,120.58,120.63
Angelim,-36.28,-36.14
Angelina,-48.98,-48.96
Ángel R. Cabada,-95.44,-95.36
Angera,8.58,8.7
Angermünde,14.0,14.14
Angers,-0.55,-0.52
Anghiari,12.05,12.1
Angical,-44.69,-44.61
Angical do Piauí,-42.73,-42.57
Angicos,-36.6,-36.49
Angier,-78.74,-78.64
Anglés,2.64,2.7
Anglet,-1.51,-1.44
Angleton,-95.42,-95.32
Angmering,-0.48,-0.32
Angol,-72.7,-72.67
Angola,-85.0,-84.81
Angono,121.15,121.22
Angostura,-108.16,-108.15
Angoul Dénya,5.7,5.75
Angoulême,0.16,0.26
Angra do Heroísmo,-27.21,-27.09
Angra dos Reis,-44.31,-44.23
Angren,70.13,70.19
Angri,14.56,14.66
Ang Thong,100.45,100.51
Anguera,-39.24,-39.04
Anguillara Sabazia,12.27,12.28
Anguo,115.32,115.37
Anhembi,-48.12,-48.06
Aniche,3.25,3.29
Anicuns,-49.96,-49.9
Anilao,122.75,122.77
Anina,21.85,21.92
Anini-y,121.92,122.07
Anísio de Abreu,-43.04,-42.95
Aniskino,38.15,38.25
Añisoc,10.76,10.89
Aniva,142.51,142.51
Anjōmachi,137.08,137.25
Anju,125.66,125.67
Ankang,109.02,109.07
Ankara,32.85,32.92
Ankaran,13.73,13.74
Ankeny,-93.6,-93.46
Anklam,13.68,13.79
Ankum,7.87,7.92
Anlu,113.67,113.82
Anna,-96.55,-96.5
Annaba,7.76,7.84
Annaberg-Buchholz,13.0,13.03
An Nabk,36.73,36.85
Annaburg,13.04,13.07
An Najaf,44.33,44.4
Annaka,138.88,138.97
Annan,-3.26,-3.12
Annandale,-77.19,-77.16
Anna Paulowna,4.81,4.82
Annapolis,-76.5,-76.43
Annapolis Neck,-76.49,-76.34
Ann Arbor,-83.73,-83.69
Anna Regina,-58.51,-58.47
An Nāşirīyah,46.25,46.34
Annecy,6.13,6.13
Annecy-le-Vieux,6.14,6.29
Annemasse,6.23,6.42
Annezin,2.61,2.65
Annfield Plain,-1.73,-1.56
Anniston,-85.81,-85.79
Annoeullin,2.93,2.96
Annonay,4.67,4.78
An Nuhūd,28.42,28.55
Annweiler am Trifels,7.96,8.12
Anoka,-93.38,-93.35
Anolaima,-74.46,-74.44
Anori,-61.64,-61.62
Anorí,-75.14,-75.12
Áno Sýros,24.9,24.9
Anouvông,103.09,103.24
Anping,116.89,116.97
Anqing,117.03,117.19
Anqiu,119.1,119.19
Anröchte,8.33,8.44
Ans,5.52,5.66
Ansan,126.82,126.82
Ansbach,10.58,10.72
Anse,4.71,4.72
Anseong,127.27,127.34
Ansfelden,14.28,14.3
Anshan,122.98,123.17
Anshun,105.93,106.06
Ansião,-8.43,-8.3
Ansonia,-73.06,-73.04
Anstey,-1.19,-1.13
Anta,-41.98,-41.79
Anta Gorda,-52.0,-51.98
Antalaha,50.28,50.34
Antalya,30.69,30.71
Antananarivo,47.52,47.71
Antas,-38.33,-38.13
Antelope,-121.36,-121.23
Antenor Navarro,-38.44,-38.25
Antequera,-4.55,-4.35
Anthem,-112.11,-112.0
Anthony,-106.59,-106.48
Antibes,7.12,7.21
Antigo,-89.15,-89.09
Antigonish,-61.98,-61.79
Antigua Guatemala,-90.73,-90.57
Antiguo Cuscatlán,-89.24,-89.21
Antioch,-121.79,-121.65
Antipolo,121.17,121.29
Antis,-78.35,-78.25
Antofagasta,-70.39,-70.24
Antoing,3.44,3.61
Antonina,-48.71,-48.64
Antonina do Norte,-39.98,-39.9
Antônio Cardoso,-39.11,-39.02
Antônio Carlos,-43.74,-43.62
Antônio Dias,-42.87,-42.76
António Enes,39.91,40.02
Antônio Gonçalves,-40.27,-40.23
Antônio Martins,-37.9,-37.79
Antônio Olinto,-50.19,-50.11
Antônio Prado,-51.28,-51.18
Antony,2.29,2.36
Antratsyt,39.08,39.11
Antrim,-6.2,-6.09
Antsirabe,47.03,47.1
Antsiranana,49.31,49.33
Antsohihy,47.98,48.02
Antwerp,4.4,4.42
Anuradhapura,80.41,80.56
Anyang,126.92,126.98
Anykščiai,25.1,25.1
Anyuan,105.27,105.43
Anzhero-Sudzhensk,86.03,86.08
Anzhou,115.81,115.89
Anzin,3.5,3.62
Anzio,12.62,12.64
Anzola dell’Emilia,11.19,11.23
Ao Luek,98.72,98.74
Aomar,3.78,3.81
Aomori,140.74,140.78
Aosta,7.32,7.49
Aouloumal,6.03,6.08
Aourir,-9.63,-9.54
Apac,32.53,32.59
Apače,15.91,15.92
Apache Junction,-111.53,-111.5
Apahida,23.74,23.91
Apalit,120.75,120.88
Apan,-98.43,-98.31
Apapa,3.35,3.45
Aparan,44.35,44.52
Aparecida,-38.08,-38.01
Aparecida do Taboado,-51.09,-51.02
Aparri,121.64,121.66
Apaseo el Alto,-100.61,-100.46
Apatin,18.98,19.0
Apatity,33.39,33.51
Apatzingan de la Constitucion,-102.35,-102.2
Apaxco de Ocampo,-99.17,-99.15
Ấp Đa Lợi,108.42,108.51
Ape,26.69,26.81
Apeldoorn,5.97,5.99
Apen,7.8,7.97
Aperibé,-42.1,-42.07
Apex,-78.87,-78.73
Apia,-171.83,-171.65
Apiaí,-48.84,-48.67
Apice,14.93,15.12
Apiúna,-49.39,-49.26
Apizaco,-98.13,-97.97
Apodi,-37.79,-37.77
Apolda,11.51,11.64
Apollo Beach,-82.4,-82.28
Apolo,-68.42,-68.22
Apopa,-89.18,-89.14
Apopka,-81.53,-81.4
Aporá,-38.08,-37.91
Apostolove,33.71,33.89
Appenweier,7.98,8.15
Appenzell,9.4,9.54
Appiano Gentile,8.97,9.1
Appleton,-88.38,-88.25
Apple Valley,-117.21,-117.16
Applewood,-105.16,-105.02
Appley Bridge,-2.72,-2.56
Apricena,15.44,15.45
Apsheronsk,39.74,39.93
Apt,5.39,5.4
Aptos,-121.89,-121.82
Apuarema,-39.74,-39.6
Apucarana,-51.46,-51.33
Apuiarés,-39.43,-39.32
Aqadyr,72.85,73.03
Aqsū,76.91,77.04
Aqtaū,51.15,51.21
Aqtöbe,57.16,57.31
Aquia Harbour,-77.38,-77.35
Aquidabã,-37.03,-36.98
Aquidauana,-55.78,-55.67
Aquila,-103.51,-103.45
Aquino,13.7,13.85
Aquiraz,-38.39,-38.23
Aquitania,-72.88,-72.68
Arab,-86.49,-86.39
Araçagi,-35.38,-35.33
Aracaju,-37.07,-36.89
Araçariguama,-47.06,-47.04
Araçás,-38.2,-38.19
Aracataca,-74.18,-74.01
Aracati,-37.77,-37.67
Aracatu,-41.46,-41.42
Araçatuba,-50.43,-50.25
Araceli,119.99,120.1
Aracena,-6.56,-6.51
Araci,-38.96,-38.94
Aračinovo,21.56,21.62
Aracoiaba,-38.81,-38.74
Araçoiaba,-35.09,-34.92
Araçoiaba da Serra,-47.61,-47.59
Araçuaí,-42.07,-41.97
Arad,21.31,21.42
Ārādān,52.49,52.63
Aradeo,18.13,18.27
Aradíppou,33.58,33.77
Arafat,-15.96,-15.89
Arafo,-16.41,-16.31
Aragarças,-52.25,-52.17
Aragatsavan,43.65,43.83
Aragoiânia,-49.45,-49.41
Aragominas,-48.52,-48.42
Aragona,13.61,13.67
Araguacema,-49.55,-49.41
Araguaçu,-49.82,-49.65
Araguaína,-48.2,-48.19
Araguapaz,-50.63,-50.58
Araguari,-48.18,-48.17
Araguatins,-48.12,-48.09
Arāk,49.7,49.74
Arakawa,139.78,139.95
Aral,61.66,61.76
Aramari,-38.49,-38.29
Aramil,60.83,60.93
Aramina,-47.78,-47.68
Ārān Bīdgol,51.48,51.66
Aranda de Duero,-3.68,-3.56
Aranđelovac,20.55,20.67
Arandu,-49.05,-49.01
Aranguez,-61.44,-61.24
Aransas Pass,-97.11,-96.91
Aranyaprathet,102.5,102.66
Arao,130.43,130.5
Araouane,-3.53,-3.5
Arapiraca,-36.66,-36.53
Arapoema,-49.06,-49.0
Araponga,-42.52,-42.33
Arapongas,-51.42,-51.33
Araporã,-49.18,-49.11
Arapoti,-49.82,-49.8
Araputanga,-58.35,-58.18
Araquari,-48.72,-48.62
Arar,41.01,41.05
Arara,-35.75,-35.74
Araranguá,-49.48,-49.31
Araraquara,-48.17,-48.1
Araras,-47.38,-47.21
Ararat,44.71,44.76
Ararendá,-40.83,-40.73
Arari,-44.78,-44.7
Ararica,-50.92,-50.85
Araripe,-40.04,-39.98
Araripina,-40.56,-40.41
Araruama,-42.34,-42.28
Araruna,-35.74,-35.65
Arataca,-39.41,-39.26
Aratiba,-52.3,-52.23
Aratoca,-73.01,-72.97
Aratuba,-39.04,-38.84
Aratuípe,-39.0,-38.83
Arauca,-70.76,-70.64
Araucária,-49.41,-49.36
Arauco,-73.31,-73.21
Araújos,-45.16,-45.0
Arauquita,-71.42,-71.24
Arawa,155.56,155.75
Araxá,-46.94,-46.77
Arayat,120.76,120.76
Arazane,-8.6,-8.59
Arbaa Ayacha,-5.83,-5.71
Arbaa Sahel,-9.87,-9.86
Ārba Minch’,37.54,37.64
Arbaoua,-5.91,-5.73
Arbaoun,5.65,5.79
Arboletes,-76.42,-76.24
Arbon,9.43,9.6
Arbore,25.92,26.05
Arbroath,-2.58,-2.41
Arbucias,2.51,2.56
Arbutus,-76.69,-76.68
Arcabuco,-73.43,-73.32
Arcachon,-1.16,-1.03
Arcadia,-118.03,-117.92
Arcata,-124.07,-124.04
Arce,13.58,13.6
Arceburgo,-46.94,-46.79
Archángelos,28.11,28.18
Archbald,-75.54,-75.48
Archdale,-79.95,-79.82
Archena,-1.29,-1.28
Archer Lodge,-78.37,-78.35
Archidona,-4.38,-4.37
Arco,10.88,10.94
Arcole,11.28,11.47
Arconate,8.85,8.85
Arcore,9.31,9.37
Arcos,-45.53,-45.51
Arcos de la Frontera,-5.8,-5.77
Arcos de Valdevez,-8.41,-8.39
Arcoverde,-37.05,-36.99
Arcozelo,-8.63,-8.44
Arcueil,2.33,2.34
Arcugnano,11.53,11.55
Ardabīl,48.3,48.46
Ardahan,42.7,42.74
Ardanuç,42.06,42.06
Ardea,12.55,12.61
Arden-Arcade,-121.38,-121.36
Arden Hills,-93.16,-92.99
Ardestān,52.37,52.5
Ardino,25.13,25.23
Ardmore,-75.29,-75.09
Ardon,44.28,44.28
Ardore,16.16,16.22
Ardrossan,-4.8,-4.64
Ardud,22.88,22.91
Areado,-46.14,-46.07
Areal,-43.1,-43.09
Arealva,-48.91,-48.8
Arechavaleta,-2.5,-2.42
Arecibo,-66.73,-66.66
Areguá,-57.41,-57.34
Areia,-35.69,-35.55
Areia Branca,-37.13,-36.93
Areiópolis,-48.66,-48.62
Āreka,37.7,37.8
Arenas de San Pedro,-5.09,-5.03
Arendal,8.77,8.86
Arenys de Mar,2.55,2.7
Arenys de Munt,2.54,2.56
Arenzano,8.68,8.84
Arequipa,-71.53,-71.4
Ares,-8.24,-8.07
Arès,-1.13,-1.0
Arese,9.07,9.11
Arévalo,-4.71,-4.7
Arezzo,11.87,11.89
Arfoud,-4.23,-4.05
Argamasilla de Alba,-3.1,-3.03
Argamasilla de Calatrava,-4.06,-4.02
Argao,123.6,123.77
Argayash,60.87,60.92
Argelato,11.34,11.52
Argelès-sur-Mer,3.02,3.1
Argelia,-77.24,-77.23
Argenta,11.83,11.88
Argentan,-0.02,0.04
Argenteuil,2.25,2.32
Argentona,2.4,2.41
Argés,-4.05,-3.94
Argoncilhe,-8.55,-8.43
Argostóli,20.48,20.54
Argun,45.86,45.92
Argyle,-65.84,-65.75
Arhavi,41.31,41.35
Arhribs,4.32,4.38
Ariana,10.19,10.26
Ariano Irpino,15.08,15.27
Arica,-70.32,-70.16
Ariccia,12.66,12.79
Arico el Nuevo,-16.49,-16.42
Aridaía,22.05,22.08
Arienzo,14.49,14.64
Arilje,20.09,20.27
Arima,-61.28,-61.24
Aringay,120.35,120.47
Arinos,-46.1,-46.07
Aripuanã,-60.64,-60.61
Ariquemes,-63.04,-62.86
Ariranha,-48.78,-48.63
Aristóbulo del Valle,-54.89,-54.69
Aritao,121.03,121.05
Arizona City,-111.67,-111.57
Arjona,-75.34,-75.16
Arkadak,43.5,43.62
Arkadelphia,-93.07,-92.92
Arkansas City,-97.03,-96.84
Arkhangelsk,40.53,40.59
Arkhangelskoye,56.77,56.83
Arkhipo-Osipovka,38.53,38.69
Arles,4.62,4.77
Arlesey,-0.26,-0.12
Arlesheim,7.62,7.77
Arlington,-97.12,-96.93
Arlington Heights,-87.98,-87.96
Arlit,7.33,7.34
Arlon,5.81,5.89
Arluno,8.93,9.05
Armação dos Búzios,-41.88,-41.81
Armadale,-3.7,-3.65
Armamar,-7.68,-7.57
Armanāz,36.5,36.53
Armant,32.53,32.72
Armavir,41.11,41.18
Armazém,-49.01,-48.84
Armenia,-75.67,-75.47
Armentières,2.88,3.07
Armidale,151.65,151.8
Armilla,-3.61,-3.52
Armstrong,-61.6,-61.58
Armthorpe,-1.05,-0.88
Armūr,78.29,78.29
Arnage,0.18,0.29
Arnedo,-2.1,-2.01
Arneiroz,-40.16,-40.07
Arnemuiden,3.66,3.75
Arnhem,5.91,5.91
Arnold,-1.12,-0.99
Arnoldstein,13.7,13.82
Arnouville-lès-Gonesse,2.41,2.53
Arnprior,-76.34,-76.14
Arnsberg,8.06,8.21
Arnstadt,10.94,11.11
Arnstedt,11.46,11.57
Arnstein,9.98,10.12
Aroazes,-41.79,-41.73
Aroeiras,-35.7,-35.67
Arona,-16.68,-16.67
Aroroy,123.39,123.43
Arosio,9.21,9.21
Arpajon,2.24,2.38
Arpajon-sur-Cère,2.45,2.57
Arpino,13.61,13.8
Arqalyq,66.91,67.08
Arquata Scrivia,8.88,8.94
Arques,2.3,2.39
Arradon,-2.82,-2.75
Arraial do Cabo,-42.02,-41.95
Arraias,-46.93,-46.87
Arraiolos,-7.98,-7.79
Ar Ramādī,43.29,43.29
Arran-Elderslie,-81.2,-81.04
Ar Raqqah,39.01,39.17
Arras,2.78,2.87
Ar Rastan,36.73,36.88
Ar Rawḑah,47.27,47.36
Ar Rayyān,51.42,51.49
Arrecife,-13.55,-13.41
Arrigorriaga,-2.88,-2.81
Arrinj,44.57,44.59
Arroio do Meio,-51.94,-51.83
Arroio dos Ratos,-51.72,-51.57
Arroio do Tigre,-53.09,-53.07
Arroio Grande,-53.08,-53.02
Ar Rommani,-6.6,-6.43
Arroyo,-66.06,-66.01
Arroyo de la Luz,-6.58,-6.56
Arroyo Grande,-120.58,-120.38
Arroyomolinos,-3.9,-3.81
Arroyo Naranjo,-82.33,-82.32
Arroyo Seco,-99.68,-99.5
Arroyos y Esteros,-57.09,-56.89
Arruda dos Vinhos,-9.06,-8.94
Ar Rustāq,57.42,57.58
Ar Ruţbah,40.28,40.46
Arsenyev,133.26,133.33
Arsk,49.87,50.03
Arta,42.85,42.9
Artá,3.35,3.51
Artashat,44.55,44.58
Arteaga,-100.84,-100.64
Arteche,125.37,125.55
Arteijo,-8.51,-8.34
Artëm,132.18,132.26
Artemisa,-82.76,-82.71
Artemivsk,38.74,38.93
Artëmovsk,93.43,93.43
Artëmovskiy,61.86,62.02
Artena,12.91,13.05
Artern,11.3,11.46
Artés,1.95,2.05
Artesia,-118.08,-118.07
Arth,8.52,8.7
Artigas,-56.46,-56.33
Artigues-près-Bordeaux,-0.49,-0.3
Artik,43.95,44.02
Artondale,-122.63,-122.55
Artur Nogueira,-47.17,-46.99
Artvin,41.81,41.83
Arua,30.91,30.96
Aruanã,-51.08,-50.9
Arujá,-46.32,-46.27
Arusha,36.68,36.8
